# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-a" "/home/mimansa/RNA_PROJECT/whole_genome/Saccharomyces_cerevisiae.R64-1-1.115.gtf" "-o" "/home/mimansa/RNA_PROJECT/results/counts_pPB.txt" "/home/mimansa/RNA_PROJECT/alignments/SRR30570749.sorted.bam" "/home/mimansa/RNA_PROJECT/alignments/SRR30570750.sorted.bam" "/home/mimansa/RNA_PROJECT/alignments/SRR30570751.sorted.bam" "/home/mimansa/RNA_PROJECT/alignments/SRR30570752.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/mimansa/RNA_PROJECT/alignments/SRR30570749.sorted.bam	/home/mimansa/RNA_PROJECT/alignments/SRR30570750.sorted.bam	/home/mimansa/RNA_PROJECT/alignments/SRR30570751.sorted.bam	/home/mimansa/RNA_PROJECT/alignments/SRR30570752.sorted.bam
YBR056W-A	II	351255	351455	+	201	11	3	5	7
YBR009C	II	255373	255684	-	312	8004	10670	6878	8036
YBL038W	II	146187	146885	+	699	1571	1356	1135	1141
YBR056C-B	II	351293	351451	-	159	0	0	0	0
YBR081C	II	401253	405251	-	3999	1411	2310	1137	1491
YBR007C	II	248806	251016	-	2211	465	540	411	384
YBR146W	II	535260	536096	+	837	2470	2256	2162	2443
YBR171W	II	578364	578984	+	621	1369	1405	1015	1060
YBL028C	II	167518	167838	-	321	803	1168	891	778
YBR135W	II	504854	505306	+	453	923	627	603	615
YBR264C	II	737770	738369	-	600	354	385	375	364
YBR043C	II	321876	323945	-	2070	1466	1314	1175	1290
YBL059W	II;II	110594;110949	110879;111244	+;+	582	679	549	404	409
YBR131W	II	497163	499277	+	2115	582	557	425	454
YBR233W-A	II	684977	685261	+	285	376	324	243	298
YBR092C	II	427698	429101	-	1404	2110	1997	2129	1794
YBR126C	II	488905	490392	-	1488	9233	5043	6207	7369
YBR057C	II	352193	353293	-	1101	828	762	531	865
YBR086C	II	420201	423041	-	2841	8388	6891	6739	7552
YBR174C	II	582338	582652	-	315	4	1	1	5
snR56	II	88190	88277	+	88	121	64	60	69
YBR281C	II	764970	767606	-	2637	1164	1539	1281	1442
YBL103C	II	22076	23536	-	1461	563	636	501	534
tG(GCC)B	II	197629	197699	-	71	0	0	0	0
YBR159W	II	558685	559728	+	1044	3214	3025	2986	2926
YBR118W	II	477671	479047	+	1377	159689	96976	157188	139453
YBL004W	II	227636	235117	+	7482	8245	13836	9782	11850
YBR163W	II	565723	567480	+	1758	932	859	799	821
YBL013W	II	202056	203261	+	1206	441	385	352	407
YBL112C	II	2582	2899	-	318	1	0	0	1
YBR231C	II	682179	683090	-	912	274	254	217	187
YBL066C	II	96669	100115	-	3447	3819	3066	2976	3006
YBR008C	II	252563	254209	-	1647	551	419	470	478
YBL015W	II	194122	195702	+	1581	18128	12920	13402	15082
YBR038W	II	311898	314789	+	2892	3159	2650	2937	2947
YBL018C	II;II	185998;186428	186352;186474	-;-	402	314	230	430	348
YBR253W	II	723270	723635	+	366	544	416	342	357
YBL068W-A	II	91794	92030	+	237	0	0	0	0
YBR058C	II	353672	356017	-	2346	2246	1929	2018	2036
YBL084C	II	67169	69445	-	2277	653	642	494	634
YBR224W	II	670125	670640	+	516	1	3	0	2
YBR077C	II	391805	392293	-	489	764	517	621	732
YBL087C	II;II	59822;60698	60193;60739	-;-	414	16181	10920	13309	11382
YBR098W	II	441515	443590	+	2076	332	427	259	359
YBR239C	II	698354	699943	-	1590	458	398	388	320
YBR168W	II	572371	573612	+	1242	567	594	414	641
YBL046W	II	132424	133749	+	1326	267	337	172	212
YBR003W	II	242809	244230	+	1422	1171	1087	989	1083
YBR215W	II;II	653356;653453	653368;655317	+;+	1878	602	677	428	545
LSR1	II	680688	681862	-	1175	53459	42442	55061	45517
YBL025W	II	171481	171918	+	438	200	193	211	173
YBR105C	II	450881	451969	-	1089	1431	977	664	755
YBR200W	II	620872	622527	+	1656	1181	1552	865	1252
YBR190W	II	605966	606277	+	312	7	0	3	0
YBR248C	II	714807	716465	-	1659	2497	2534	2287	2111
YBR145W	II	533762	534817	+	1056	680	485	523	505
YBL047C	II	127895	132040	-	4146	7480	8165	6114	7722
YBR099C	II	442924	443307	-	384	0	0	0	0
YBL014C	II	199064	201748	-	2685	1383	2066	1530	1732
YBR062C	II;II	365976;366585	366502;366600	-;-	543	608	558	459	582
YBL092W	II	45978	46370	+	393	47681	32739	29926	27839
YBR240C	II	700490	701842	-	1353	118	101	94	98
YBR251W	II	721390	722313	+	924	1429	1507	1323	1436
YBR199W	II	618909	620303	+	1395	3348	2664	2731	3028
YBR128C	II	493081	494115	-	1035	172	133	128	177
YBR139W	II	515664	517190	+	1527	3430	2314	2051	2610
YBL070C	II	90605	90925	-	321	2	2	0	1
YBR054W	II	343101	344135	+	1035	675	671	681	890
YBL039W-B	II	143393	143572	+	180	198	204	107	116
YBR072W	II	382030	382674	+	645	249	552	185	228
YBR111C	II	461178	461873	-	696	2953	2268	2366	2427
YBL001C	II	237153	237467	-	315	2187	2202	1559	1719
YBR110W	II	458872	460221	+	1350	1496	1306	1222	1402
YBL111C	II;II	2907;4216	4116;5009	-;-	2004	59	35	45	49
YBL036C	II	150447	151220	-	774	980	1366	999	1268
tR(UCU)B	II	405878	405949	+	72	0	0	0	0
YBL094C	II	43765	44097	-	333	0	2	0	1
YBR033W	II	301944	304703	+	2760	1294	1131	1095	1365
YBL073W	II	87646	87957	+	312	9	34	27	26
YBR096W	II	436021	436713	+	693	1905	1433	1483	1347
YBL053W	II	119335	119709	+	375	10	9	2	2
YBR030W	II	298292	299950	+	1659	962	919	1006	993
YBL076C	II	81043	84261	-	3219	27958	23614	31228	29719
YBR256C	II	727386	728102	-	717	2476	1765	1955	1844
YBR162W-A	II	565231	565428	+	198	1467	1512	1033	1069
YBL077W	II	80897	81328	+	432	8	6	11	9
YBR156C	II	551104	553200	-	2097	645	679	456	471
YBL012C	II	203406	203807	-	402	58	50	36	39
YBL008W-A	II	209409	209648	+	240	5	2	1	3
YBR297W	II	800523	801929	+	1407	2458	1576	2009	2061
YBR189W	II;II	604508;604928	604514;605508	+;+	588	34046	25228	34352	30947
YBL096C	II	43174	43482	-	309	39	41	19	25
YBR011C	II	257112	257975	-	864	14940	10844	13304	10756
YBL041W	II	141247	141972	+	726	3237	2841	2536	2802
YBL081W	II	71866	72972	+	1107	226	201	164	124
YBR089C-A	II	426190	426489	-	300	762	591	460	517
YBR103C-A	II	449320	449463	-	144	2	6	1	4
YBR296C	II	796798	798522	-	1725	5304	1133	3809	2888
YBL040C	II;II	142112;142847	142749;142868	-;-	660	2005	1583	1478	1428
YBR165W	II	568852	569685	+	834	699	568	551	563
YBL026W	II;II	170623;170805	170676;171038	+;+	288	1396	1190	875	1098
YBR082C	II;II	406628;407123	407027;407169	-;-	447	3716	3129	2230	2378
YBR280C	II	762784	764697	-	1914	798	550	609	666
YBR061C	II	364787	365719	-	933	1022	967	1013	967
YBL016W	II	192451	193512	+	1062	608	517	489	409
YBR175W	II	582408	583355	+	948	570	417	600	396
YBR029C	II	296369	297742	-	1374	4943	4498	4261	4616
YBL057C	II	112801	113427	-	627	999	810	934	754
YBR298C-A	II	805035	805256	-	222	26	14	15	18
YBR192W	II	607652	608785	+	1134	673	1014	559	835
tQ(UUG)B	II	350827	350898	+	72	0	0	1	0
YBR302C	II	810340	811479	-	1140	152	99	86	91
YBR254C	II	723736	724263	-	528	518	397	444	369
YBR204C	II	632254	633381	-	1128	680	687	599	635
YBR220C	II	662995	664677	-	1683	1062	1245	1013	888
YBR222C	II	666720	668351	-	1632	1470	1116	1500	1470
YBR290W	II	782591	783556	+	966	637	851	466	580
YBR162C	II	563203	564570	-	1368	22795	17879	20683	18758
YBR167C	II	571468	571890	-	423	315	349	198	272
YBL033C	II	158656	159693	-	1038	2270	1625	1629	1753
YBR228W	II	675313	676227	+	915	327	351	236	248
YBR263W	II	736264	737736	+	1473	7136	6923	7529	6716
YBR250W	II	719033	720604	+	1572	91	84	91	77
YBR272C	II	746361	747803	-	1443	839	1036	860	917
YBR120C	II	480435	480923	-	489	893	625	649	611
YBR084C-A	II;II	414186;415260	414753;415261	-;-	570	25198	17781	22073	21696
YBL062W	II	105308	105688	+	381	0	0	0	0
YBR301W	II	809057	809419	+	363	4	10	5	14
YBR076W	II	390227	391291	+	1065	91	62	63	42
YBR210W	II	645550	645978	+	429	295	369	207	361
YBR106W	II	452658	453224	+	567	8969	6486	8347	6827
YBR005W	II	245906	246547	+	642	572	411	516	434
YBR153W	II	547460	548194	+	735	389	477	348	342
YBR132C	II	499652	501442	-	1791	2811	1810	2065	2030
YBR166C	II	569842	571200	-	1359	998	1212	1120	1049
YBR221W-A	II	666538	666642	+	105	0	1	1	0
YBR131C-A	II	497650	497739	-	90	0	0	0	0
YBR161W	II	561634	562764	+	1131	256	246	234	217
YBR109C	II	457919	458362	-	444	4716	3812	3853	3790
YBR255W	II	724456	726540	+	2085	372	773	303	494
YBR205W	II	633622	634836	+	1215	3087	2569	2903	2713
YBR296C-A	II	800123	800242	-	120	113	59	81	47
YBL043W	II	136688	137461	+	774	1885	1728	1184	1852
YBR130C	II	495592	496869	-	1278	848	1182	833	1079
YBR206W	II	634601	634924	+	324	185	129	88	78
YBR122C	II	483970	484503	-	534	2042	1741	1912	1660
YBR295W	II	792849	796499	+	3651	1385	1085	1303	1381
YBR004C	II	244366	245667	-	1302	912	840	758	844
YBR202W	II	625772	628309	+	2538	3522	3561	3402	3549
YBR001C	II	238941	241283	-	2343	2830	2387	1945	2765
YBL113C	II	280	2658	-	2379	346	246	311	305
YBR288C	II	778012	779463	-	1452	1105	1285	913	1264
YBR282W	II	768240	768680	+	441	1039	939	775	915
YBL072C	II	88523	89125	-	603	32943	20872	25867	23051
YBR103W	II	447709	449316	+	1608	889	860	760	833
YBR107C	II	453793	454530	-	738	336	197	310	285
YBL024W	II	172534	174588	+	2055	5064	4834	5273	4712
YBR012C	II	259147	259566	-	420	15	36	24	35
YBR188C	II	603685	604107	-	423	350	313	298	251
YBL075C	II	84499	86448	-	1950	312	430	371	440
YBR102C	II	445062	447323	-	2262	1246	1503	1147	1367
YBR006W	II	247010	248503	+	1494	915	919	837	967
YBL051C	II	122753	124759	-	2007	2379	2198	1668	2080
YBR196C	II	612236	613900	-	1665	48008	40028	41025	40442
YBL031W	II	161699	162715	+	1017	377	339	304	272
YBR141W-A	II	527167	527262	+	96	0	0	0	0
YBL006W-A	II	216711	216860	+	150	0	0	0	0
YBL100W-C	II	28427	28546	+	120	90	41	42	41
YBR236C	II	690383	691693	-	1311	1338	1340	1148	1317
YBR276C	II	757620	760043	-	2424	2145	2482	2375	2430
YBR036C	II	309081	310313	-	1233	4915	3516	3810	3570
YBR045C	II	328173	330092	-	1920	119	155	87	149
YBR291C	II	783673	784572	-	900	467	346	376	296
YBR137W	II	513044	513583	+	540	1379	1004	992	886
YBR079C	II	395383	398277	-	2895	11507	11079	11728	11492
YBR017C	II	270947	273703	-	2757	3862	4456	3658	3719
YBL044W	II	135998	136366	+	369	8	0	8	2
YBL023C	II	174920	177526	-	2607	2146	1692	2018	2077
YBR127C	II	491269	492822	-	1554	21654	17404	19057	18710
YBR152W	II	546376	547251	+	876	139	270	157	193
YBR035C	II	306269	306955	-	687	3906	2957	3011	2736
YBR289W	II	779667	782384	+	2718	761	792	682	818
YBL017C	II	186844	191583	-	4740	7467	9098	7290	8478
YBR157C	II	553543	554310	-	768	591	413	398	400
YBL104C	II	18177	21293	-	3117	1383	1539	1212	1532
YBL109W	II	5790	6125	+	336	2	2	0	0
tL(UAA)B1	II	9583	9666	+	84	0	0	0	1
YBR072C-A	II	382860	383021	-	162	16	5	2	4
YBR300C	II	808600	809097	-	498	31	4	17	2
YBR195C	II	610614	611882	-	1269	661	788	486	645
YBR233W	II	683428	684669	+	1242	347	373	283	275
YBR262C	II	735720	736040	-	321	1541	1286	998	980
YBR020W	II	279021	280607	+	1587	222	211	240	258
YBR085C-A	II	418907	419164	-	258	3235	2385	1882	2503
YBR123C	II	484742	486691	-	1950	741	748	641	868
YBR221C	II	665153	666253	-	1101	14749	11343	13122	12214
YBL029W	II	166134	167264	+	1131	248	238	198	223
YBL045C	II	134143	135516	-	1374	21350	18003	18247	20203
YBR191W-A	II	607149	607223	+	75	59	34	45	61
YBR154C	II	548362	549009	-	648	1707	2597	1865	2184
YBR278W	II	760294	760899	+	606	234	204	160	192
YBR273C	II	748061	749371	-	1311	1226	924	985	1030
YBR032W	II	301519	301821	+	303	42	51	43	28
YBR048W	II;II	332831;333387	332875;333812	+;+	471	23773	16101	17014	15893
YBR104W	II	449667	450656	+	990	369	544	364	352
YBL079W	II	75259	79767	+	4509	4340	6620	3737	4890
YBR265W	II	738582	739544	+	963	1817	1651	1625	1469
YBR249C	II	716882	717994	-	1113	9853	6714	8331	7356
YBR203W	II	629168	631942	+	2775	2249	2315	1859	1895
YBR184W	II	597363	598934	+	1572	107	107	96	69
YBR170C	II	576344	578086	-	1743	1513	1442	1261	1332
YBR173C	II	581726	582172	-	447	1507	1081	814	748
YBR133C	II	501804	504287	-	2484	2448	1911	2083	2347
YBR275C	II	751356	757106	-	5751	1438	3042	1273	1870
YBL108W	II	8177	8482	+	306	0	0	2	0
YBL113W-A	II	646	1128	+	483	0	0	0	0
YBL085W	II	63876	66818	+	2943	1633	2166	1450	1706
YBL052C	II	119379	121874	-	2496	841	1234	836	1062
YBL009W	II	207194	209224	+	2031	988	1246	1030	1062
YBR283C	II	768943	770415	-	1473	6978	5498	6310	6145
YBR094W	II	432036	434297	+	2262	1457	1385	1445	1588
YBR258C	II	729734	730162	-	429	90	145	65	85
YBR201W	II	623576	624211	+	636	660	503	506	479
YBR070C	II	379221	379934	-	714	853	648	636	584
tE(UUC)B	II	645167	645238	+	72	0	0	0	0
YBR198C	II	616127	618523	-	2397	1747	2086	1688	1859
YBL056W	II	113762	115168	+	1407	4659	4452	4441	5331
YBL099W	II	37053	38690	+	1638	55854	42334	55286	55650
YBR257W	II	728885	729724	+	840	320	443	208	309
YBR126W-A	II	490850	491056	+	207	21	6	10	6
YBR242W	II	704670	705386	+	717	436	391	372	376
YBL008W	II	209653	212175	+	2523	1011	1137	1067	1063
YBR181C	II;II	591712;592769	592416;592774	-;-	711	34119	22735	34233	29723
tC(GCA)B	II	643007	643078	-	72	3	6	4	1
YBR052C	II	338720	339352	-	633	3295	2156	2164	2490
YBR093C	II	429548	430951	-	1404	6498	1003	4269	3418
YBR049C	II	334386	336818	-	2433	1902	2961	1674	2316
YBR056W	II	347879	349384	+	1506	2178	1693	1625	1998
YBL030C	II	163041	163997	-	957	39841	33397	37719	38887
tT(AGU)B	II	266378	266450	+	73	0	2	0	0
YBR141C	II	527025	528038	-	1014	353	496	302	349
YBR226C	II	673155	673565	-	411	33	26	26	25
YBL005W	II	217470	220400	+	2931	849	1039	862	1132
YBR151W	II	545028	545978	+	951	2583	2056	2044	2207
YBR144C	II	533235	533549	-	315	15	11	10	13
YBR178W	II	586071	586445	+	375	2	2	4	1
YBR138C	II	513762	515336	-	1575	382	429	338	361
YBL090W	II	48825	49358	+	534	1436	1132	968	1047
YBL105C	II	14241	17696	-	3456	2497	3402	2184	2912
YBL102W	II	24098	24745	+	648	1651	1407	1354	1572
YBL011W	II	203538	205817	+	2280	4320	3256	4182	4146
YBR095C	II	434406	435698	-	1293	737	901	658	728
YBR196C-B	II	614526	614630	-	105	79	68	62	43
YBL048W	II	127299	127610	+	312	76	75	39	51
YBR066C	II	370037	370699	-	663	663	665	599	549
YBR292C	II	784702	785073	-	372	55	61	47	30
YBR018C	II	274427	275527	-	1101	24	19	24	40
YBR194W	II	610038	610409	+	372	341	290	224	260
YBR076C-A	II	391351	391617	-	267	242	177	178	167
YBR108W	II	454822	457665	+	2844	956	572	671	769
YBR046C	II	330507	331511	-	1005	915	1046	756	975
YBR235W	II	686901	690263	+	3363	2380	2066	1991	2234
YBR274W	II	749594	751177	+	1584	852	814	922	959
YBL006C	II	216587	217129	-	543	539	400	392	360
YBR186W	II;II	600553;602217	602103;602360	+;+	1695	132	116	102	130
YBR277C	II	760215	760616	-	402	1	3	3	1
YBR185C	II	599123	599959	-	837	1317	1287	1070	1150
YBL078C	II	80378	80731	-	354	316	295	198	233
YBR037C	II	310565	311452	-	888	929	614	612	624
YBR015C	II	267710	269503	-	1794	6156	5126	5604	5321
YBR016W	II	270247	270633	+	387	900	463	477	392
YBL107W-A	II	9268	9372	+	105	0	0	1	0
YBL071W-A	II	89978	90226	+	249	242	252	184	167
YBR269C	II	742160	742576	-	417	1559	1056	906	882
YBR266C	II	739936	740388	-	453	0	0	0	0
YBR055C	II	344602	347301	-	2700	1313	1716	1254	1420
YBR088C	II	424990	425766	-	777	360	382	322	257
tV(UAC)B	II	326792	326865	-	74	0	3	5	3
YBL019W	II	184353	185915	+	1563	414	447	277	456
YBR112C	II	462870	465770	-	2901	1906	2094	1874	2246
YBR164C	II	567875	568426	-	552	926	1211	727	1078
YBR148W	II	537876	539705	+	1830	55	89	30	52
YBL020W	II	182401	184125	+	1725	1970	1808	1956	1740
YBR208C	II	636703	642210	-	5508	4457	5467	4222	4014
tD(GUC)B	II	405960	406031	+	72	0	0	0	0
YBR172C	II	579150	581372	-	2223	2110	3498	1743	2276
YBL097W	II	40831	43095	+	2265	321	674	260	310
YBR050C	II	337183	338199	-	1017	369	170	279	254
YBR183W	II	596115	597065	+	951	880	495	555	579
YBR213W	II	650368	651192	+	825	155	138	169	88
YBR113W	II	465566	466048	+	483	118	104	55	61
YBL091C-A	II;II	46565;47147	47058;47180	-;-	528	415	354	278	295
YBR196C-A	II	614024	614173	-	150	32	51	36	39
YBR286W	II	774700	776313	+	1614	20530	15445	15365	14894
YBR268W	II	741299	741616	+	318	847	583	427	438
YBR058C-A	II	356324	356566	-	243	1637	1043	1114	980
YBR287W	II	776571	777854	+	1284	3670	2025	2930	2698
YBL083C	II	69713	70138	-	426	0	0	0	0
YBL061C	II	105316	107406	-	2091	990	1079	818	1003
YBR267W	II	739841	741022	+	1182	849	1001	813	665
YBR114W	II	467248	469620	+	2373	670	826	700	639
YBL032W	II	160184	161329	+	1146	2173	1934	1980	2159
YBR219C	II;II	662499;663003	662581;663303	-;-	384	11	8	4	12
tF(GAA)B	II;II	36398;36453	36434;36488	+;+	73	3	0	0	0
YBR299W	II	805351	807105	+	1755	910	901	876	1015
YBR191W	II;II	606270;606669	606280;607140	+;+	483	24508	16384	18778	17222
YBR125C	II	487199	488380	-	1182	680	626	576	658
YBL069W	II	90741	92030	+	1290	493	411	568	502
YBR223C	II	668663	670297	-	1635	389	304	295	349
YBR074W	II	386286	389216	+	2931	3278	3182	3055	3229
YBR201C-A	II	624493	624696	-	204	166	111	132	92
YBR187W	II	602634	603476	+	843	2078	1568	2003	1752
YBL021C	II	181660	182094	-	435	656	461	443	463
YBL049W	II	126828	127244	+	417	153	141	110	141
YBL035C	II	151493	153610	-	2118	1241	1176	971	1035
YBL095W	II	43277	44089	+	813	121	108	95	115
YBR073W	II	383112	385988	+	2877	1995	2816	1807	2278
YBR109W-A	II	458608	458832	+	225	61	34	23	21
YBR260C	II	732639	734639	-	2001	1617	1358	1378	1304
YBR279W	II	761257	762594	+	1338	1234	1342	1001	1180
YBR211C	II	646158	647132	-	975	745	545	550	662
YBR078W	II;II	393123;393511	393180;394742	+;+	1290	25814	24380	24831	23215
YBR063C	II	366970	368184	-	1215	169	246	152	265
YBR028C	II	294425	296002	-	1578	1101	1068	1038	1002
YBL039C-A	II	144948	145031	-	84	0	0	0	0
YBR129C	II	494353	495339	-	987	565	605	469	634
YBL050W	II;II	125125;125271	125154;126119	+;+	879	2055	1752	1478	1757
YBR051W	II	337988	338338	+	351	26	6	7	10
YBR080C	II	398614	400890	-	2277	4125	3350	3759	4047
YBL058W	II	111437	112708	+	1272	4141	3312	3187	3485
YBL101C	II	24946	28299	-	3354	1628	1054	1124	1277
YBR140C	II	517350	526628	-	9279	8021	11302	7366	9539
YBR021W	II	281443	283344	+	1902	2188	1657	2039	1846
YBR232C	II	683373	683732	-	360	0	0	0	0
YBR024W	II	289445	290350	+	906	400	496	376	504
YBL005W-B	II	221330	226598	+	5269	1370	3263	1499	2200
YBL100W-A	II	29935	31251	+	1317	0	0	0	0
YBR012W-B	II	259869	265140	+	5272	84	170	124	201
YBR012W-A	II	259869	261191	+	1323	0	0	0	0
YBL005W-A	II	221330	222652	+	1323	0	0	0	0
YBL100W-B	II	29935	35248	+	5314	208	389	199	277
YNR017W	XIV	662913	663581	+	669	3707	3196	2699	2581
YNL105W	XIV	424155	424583	+	429	0	0	0	0
YNR069C	XIV	761123	762592	-	1470	142	147	116	210
YNL306W	XIV	58155	58808	+	654	1831	1766	1517	1360
YNL288W	XIV	90303	91424	+	1122	703	479	588	480
YNL191W	XIV	280432	281505	+	1074	615	662	538	461
YNL150W	XIV	349251	349658	+	408	13	5	3	8
YNL097C	XIV	441366	442358	-	993	490	448	371	277
tN(GUU)N1	XIV	102716	102789	+	74	8	2	12	4
YNL137C	XIV	368595	370055	-	1461	2730	2939	2338	2560
YNL331C	XIV	16118	17248	-	1131	295	222	310	267
YNL030W	XIV	576727	577038	+	312	9888	14109	7408	8774
YNL297C	XIV	71673	76583	-	4911	2476	3692	2526	3261
YNL102W	XIV	430087	434493	+	4407	3737	4827	3758	4541
YNR026C	XIV	673274	674689	-	1416	917	1118	868	950
YNL152W	XIV	346313	347542	+	1230	873	688	688	763
YNL140C	XIV	360917	361486	-	570	13	26	17	26
YNL099C	XIV	438567	439283	-	717	1216	1070	1008	945
YNL182C	XIV	295960	297627	-	1668	1275	2429	1493	1440
YNL180C	XIV	299654	300649	-	996	1175	1164	1112	1317
YNR001C	XIV	629622	631061	-	1440	34153	29668	30401	35614
YNL091W	XIV	452408	456130	+	3723	2011	2894	1588	1986
YNL157W	XIV	340352	340858	+	507	1379	1092	967	952
YNL315C	XIV	43324	44280	-	957	1903	1606	1574	1791
YNL221C	XIV	231068	233695	-	2628	1963	2659	2045	2043
YNR052C	XIV	719346	720647	-	1302	1860	1344	1444	1493
YNL061W	XIV	510540	512396	+	1857	4265	4406	4540	3942
YNL284C	XIV	103134	104102	-	969	2726	2060	2459	2375
YNR040W	XIV	699690	700460	+	771	782	547	570	541
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	1164	1036	958	936
YNL097W-A	XIV	441431	441586	+	156	0	0	0	0
YNL121C	XIV	398684	400537	-	1854	6244	7747	5929	7347
snR191	XIV	721938	722211	-	274	2677	2057	2407	1947
YNL043C	XIV	545589	545909	-	321	58	28	49	50
YNR055C	XIV	728426	730186	-	1761	2267	1688	2282	2449
YNL039W	XIV	555048	556832	+	1785	680	907	585	650
YNR036C	XIV	694361	694822	-	462	3184	2069	2528	2297
YNL304W	XIV	60297	61550	+	1254	372	362	245	340
YNL119W	XIV	401040	402521	+	1482	709	992	820	788
YNL034W	XIV	570477	572315	+	1839	157	143	160	147
YNL187W	XIV	287994	289067	+	1074	455	368	369	368
YNL310C	XIV	51907	52431	-	525	502	369	317	445
YNL277W	XIV	117349	118809	+	1461	557	528	362	400
YNL126W	XIV	387227	389767	+	2541	1076	1201	1000	1180
tL(UAA)N	XIV	726134	726217	-	84	2	0	0	0
YNL210W	XIV	250931	251743	+	813	159	137	134	186
YNR041C	XIV	700541	701659	-	1119	566	346	493	343
YNL193W	XIV	274368	276044	+	1677	911	683	806	794
YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	3697	2905	3019	2929
YNL263C	XIV	146896	147840	-	945	2229	1565	1638	1551
YNL059C	XIV	512668	514935	-	2268	1164	1595	955	1327
YNL028W	XIV	578679	578996	+	318	1	2	0	4
YNL044W	XIV;XIV	545268;545371	545291;545877	+;+	531	890	736	575	535
YNL026W	XIV	581920	583374	+	1455	1432	1127	1137	1232
YNL067W	XIV	499681	500256	+	576	11831	10614	10534	9878
YNL205C	XIV	258155	258577	-	423	2	3	0	1
YNL104C	XIV	424895	426754	-	1860	15659	10571	14810	13360
YNL169C	XIV	316169	317671	-	1503	4532	3530	4063	4188
YNL268W	XIV	138550	140385	+	1836	6178	5355	5465	4928
YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	19500	15954	14113	12587
YNL257C	XIV	160631	164320	-	3690	1346	2002	1313	1704
YNL229C	XIV	219137	220201	-	1065	1189	1432	797	1202
YNL042W-B	XIV	547113	547370	+	258	10	14	8	3
YNL248C	XIV	181361	182608	-	1248	2958	3250	3108	2613
YNR045W	XIV	706139	707608	+	1470	1169	731	731	837
YNR051C	XIV	716780	718327	-	1548	1599	2308	1463	1771
YNL190W	XIV	282395	283009	+	615	4386	3407	3405	3243
YNL194C	XIV	272710	273615	-	906	186	137	150	128
YNL080C	XIV	476932	478032	-	1101	1623	1315	1209	1089
YNR005C	XIV	636931	637335	-	405	0	1	0	0
YNR064C	XIV	749136	750008	-	873	283	243	219	174
YNL145W	XIV	352414	352530	+	117	4092	3176	2255	2014
YNR068C	XIV	760067	760885	-	819	93	155	90	146
YNL323W	XIV	31944	33188	+	1245	1654	1677	1426	1665
YNL003C	XIV	624975	625829	-	855	892	694	811	721
YNL199C	XIV	264926	266530	-	1605	856	1278	676	895
YNL048W	XIV	538173	539819	+	1647	1387	1714	1262	1457
YNL072W	XIV	490317	491240	+	924	688	521	523	566
YNL224C	XIV	224796	227099	-	2304	883	1116	752	991
YNL067W-A	XIV	498538	498684	+	147	2	2	3	1
YNR032W	XIV	686010	687116	+	1107	1091	718	996	907
YNL206C	XIV	256788	258155	-	1368	921	1127	835	1147
YNR062C	XIV	744360	745343	-	984	177	158	168	174
YNL203C	XIV	259439	260050	-	612	13	14	7	39
YNL273W	XIV	122883	126599	+	3717	1204	1650	1177	1624
tI(AAU)N1	XIV	569867	569940	-	74	0	0	4	3
YNL213C	XIV	246460	247104	-	645	647	676	522	636
YNL055C	XIV	517994	518845	-	852	49361	31836	36431	33007
YNL170W	XIV	315978	316373	+	396	4	1	1	7
YNR013C	XIV	649028	651712	-	2685	2666	1908	2483	2306
YNL269W	XIV	137699	138094	+	396	14	22	19	9
YNR020C	XIV	667410	668222	-	813	296	327	211	307
YNL041C	XIV	549468	551987	-	2520	1068	1591	1123	1389
YNL234W	XIV	210233	211513	+	1281	274	211	273	288
YNL165W	XIV	323832	325052	+	1221	617	582	506	421
YNL116W	XIV	408341	409909	+	1569	738	559	787	618
YNL008C	XIV	616211	618241	-	2031	1226	1232	1098	1127
YNL309W	XIV	52662	53924	+	1263	245	198	195	179
YNR015W	XIV	653387	654541	+	1155	842	601	762	566
YNR075W	XIV	779916	781040	+	1125	306	241	270	280
YNL025C	XIV	584320	585291	-	972	291	318	295	343
YNL058C	XIV	515763	516713	-	951	744	553	578	461
YNL313C	XIV	45308	48022	-	2715	2915	3303	2944	2762
YNL122C	XIV	398023	398370	-	348	798	653	520	614
YNL094W	XIV	447611	449374	+	1764	1524	1426	1239	1458
YNL001W	XIV	627456	628616	+	1161	840	1149	785	1004
YNL317W	XIV	40619	42016	+	1398	871	705	747	756
YNL035C	XIV	568522	569691	-	1170	994	1000	995	989
YNL007C	XIV	618507	619565	-	1059	1101	583	773	840
YNL162W-A	XIV	330329	330547	+	219	53	115	35	55
YNR039C	XIV	697614	699431	-	1818	1006	882	684	744
YNL103W-A	XIV	426719	426808	+	90	110	74	65	66
tL(CAA)N	XIV;XIV	443006;443076	443043;443119	+;+	82	1	1	0	3
YNL052W	XIV	531725	532186	+	462	9971	7864	7224	7173
YNL120C	XIV	401033	401518	-	486	0	0	0	0
YNL002C	XIV	626174	627142	-	969	2423	3081	2641	2181
YNL311C	XIV	49397	51688	-	2292	602	826	451	723
YNR007C	XIV	639182	640114	-	933	463	356	310	370
